Variable Name,Variable Description,Component,Data File Description,flag_1999,flag_2000,flag_2001,flag_2002,flag_2003,flag_2004,flag_2005,flag_2006,flag_2007,flag_2008,flag_2009,flag_2010,flag_2011,flag_2012,flag_2013,flag_2014,flag_2015,flag_2016,num_flags,keep
WTSPH05,Phthalate Mec Weight Jack Knife Rep 05,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH06,Phthalate Mec Weight Jack Knife Rep 06,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH06,Phthalate Mec Weight Jack Knife Rep 06,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH07,Phthalate Mec Weight Jack Knife Rep 07,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH07,Phthalate Mec Weight Jack Knife Rep 07,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH08,Phthalate Mec Weight Jack Knife Rep 08,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH08,Phthalate Mec Weight Jack Knife Rep 08,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH09,Phthalate Mec Weight Jack Knife Rep 09,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH09,Phthalate Mec Weight Jack Knife Rep 09,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH10,Phthalate Mec Weight Jack Knife Rep 10,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH10,Phthalate Mec Weight Jack Knife Rep 10,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH11,Phthalate Mec Weight Jack Knife Rep 11,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH11,Phthalate Mec Weight Jack Knife Rep 11,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH12,Phthalate Mec Weight Jack Knife Rep 12,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH12,Phthalate Mec Weight Jack Knife Rep 12,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH13,Phthalate Mec Weight Jack Knife Rep 13,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH13,Phthalate Mec Weight Jack Knife Rep 13,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH14,Phthalate Mec Weight Jack Knife Rep 14,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH14,Phthalate Mec Weight Jack Knife Rep 14,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH15,Phthalate Mec Weight Jack Knife Rep 15,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH15,Phthalate Mec Weight Jack Knife Rep 15,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH16,Phthalate Mec Weight Jack Knife Rep 16,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH16,Phthalate Mec Weight Jack Knife Rep 16,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH17,Phthalate Mec Weight Jack Knife Rep 17,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH17,Phthalate Mec Weight Jack Knife Rep 17,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH18,Phthalate Mec Weight Jack Knife Rep 18,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH18,Phthalate Mec Weight Jack Knife Rep 18,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH19,Phthalate Mec Weight Jack Knife Rep 19,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH19,Phthalate Mec Weight Jack Knife Rep 19,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH20,Phthalate Mec Weight Jack Knife Rep 20,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH20,Phthalate Mec Weight Jack Knife Rep 20,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH21,Phthalate Mec Weight Jack Knife Rep 21,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH21,Phthalate Mec Weight Jack Knife Rep 21,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH22,Phthalate Mec Weight Jack Knife Rep 22,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH22,Phthalate Mec Weight Jack Knife Rep 22,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH23,Phthalate Mec Weight Jack Knife Rep 23,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH23,Phthalate Mec Weight Jack Knife Rep 23,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH24,Phthalate Mec Weight Jack Knife Rep 24,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH24,Phthalate Mec Weight Jack Knife Rep 24,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH25,Phthalate Mec Weight Jack Knife Rep 25,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH25,Phthalate Mec Weight Jack Knife Rep 25,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH26,Phthalate Mec Weight Jack Knife Rep 26,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH26,Phthalate Mec Weight Jack Knife Rep 26,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH27,Phthalate Mec Weight Jack Knife Rep 27,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH27,Phthalate Mec Weight Jack Knife Rep 27,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH28,Phthalate Mec Weight Jack Knife Rep 28,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH28,Phthalate Mec Weight Jack Knife Rep 28,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH29,Phthalate Mec Weight Jack Knife Rep 29,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH29,Phthalate Mec Weight Jack Knife Rep 29,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH2YR,Phthalate Subsample 2 year Mec Weight,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH2YR,Phthalate Subsample 2 year Mec Weight,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH2YR,Phthalate Subsample 2 year Mec Weight,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH30,Phthalate Mec Weight Jack Knife Rep 30,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH30,Phthalate Mec Weight Jack Knife Rep 30,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH31,Phthalate Mec Weight Jack Knife Rep 31,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH31,Phthalate Mec Weight Jack Knife Rep 31,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH32,Phthalate Mec Weight Jack Knife Rep 32,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH32,Phthalate Mec Weight Jack Knife Rep 32,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH33,Phthalate Mec Weight Jack Knife Rep 33,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH33,Phthalate Mec Weight Jack Knife Rep 33,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH34,Phthalate Mec Weight Jack Knife Rep 34,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH34,Phthalate Mec Weight Jack Knife Rep 34,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH35,Phthalate Mec Weight Jack Knife Rep 35,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH35,Phthalate Mec Weight Jack Knife Rep 35,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH36,Phthalate Mec Weight Jack Knife Rep 36,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH36,Phthalate Mec Weight Jack Knife Rep 36,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH37,Phthalate Mec Weight Jack Knife Rep 37,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH37,Phthalate Mec Weight Jack Knife Rep 37,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH38,Phthalate Mec Weight Jack Knife Rep 38,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH38,Phthalate Mec Weight Jack Knife Rep 38,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH39,Phthalate Mec Weight Jack Knife Rep 39,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH39,Phthalate Mec Weight Jack Knife Rep 39,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH40,Phthalate Mec Weight Jack Knife Rep 40,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH40,Phthalate Mec Weight Jack Knife Rep 40,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH41,Phthalate Mec Weight Jack Knife Rep 41,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH41,Phthalate Mec Weight Jack Knife Rep 41,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH42,Phthalate Mec Weight Jack Knife Rep 42,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH42,Phthalate Mec Weight Jack Knife Rep 42,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH43,Phthalate Mec Weight Jack Knife Rep 43,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH43,Phthalate Mec Weight Jack Knife Rep 43,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH44,Phthalate Mec Weight Jack Knife Rep 44,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH44,Phthalate Mec Weight Jack Knife Rep 44,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH45,Phthalate Mec Weight Jack Knife Rep 45,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH45,Phthalate Mec Weight Jack Knife Rep 45,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH46,Phthalate Mec Weight Jack Knife Rep 46,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH46,Phthalate Mec Weight Jack Knife Rep 46,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH47,Phthalate Mec Weight Jack Knife Rep 47,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH47,Phthalate Mec Weight Jack Knife Rep 47,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH48,Phthalate Mec Weight Jack Knife Rep 48,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH48,Phthalate Mec Weight Jack Knife Rep 48,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH49,Phthalate Mec Weight Jack Knife Rep 49,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH49,Phthalate Mec Weight Jack Knife Rep 49,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH4YR,Phthalate Subsample 4 year Mec,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH4YR,Phthalate Subsample 4 year Mec,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH4YR,Phthalate Subsample 4 year Mec,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH50,Phthalate Mec Weight Jack Knife Rep 50,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH50,Phthalate Mec Weight Jack Knife Rep 50,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH51,Phthalate Mec Weight Jack Knife Rep 51,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH51,Phthalate Mec Weight Jack Knife Rep 51,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH52,Phthalate Mec Weight Jack Knife Rep 52,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPH52,Phthalate Mec Weight Jack Knife Rep 52,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO01,Dioxins Mec Weight Jack Knife Rep 01,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO02,Dioxins Mec Weight Jack Knife Rep 02,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO03,Dioxins Mec Weight Jack Knife Rep 03,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO04,Dioxins Mec Weight Jack Knife Rep 04,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO05,Dioxins Mec Weight Jack Knife Rep 05,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO06,Dioxins Mec Weight Jack Knife Rep 06,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO07,Dioxins Mec Weight Jack Knife Rep 07,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO08,Dioxins Mec Weight Jack Knife Rep 08,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO09,Dioxins Mec Weight Jack Knife Rep 09,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO10,Dioxins Mec Weight Jack Knife Rep 10,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO11,Dioxins Mec Weight Jack Knife Rep 11,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO12,Dioxins Mec Weight Jack Knife Rep 12,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO13,Dioxins Mec Weight Jack Knife Rep 13,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO14,Dioxins Mec Weight Jack Knife Rep 14,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO15,Dioxins Mec Weight Jack Knife Rep 15,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO16,Dioxins Mec Weight Jack Knife Rep 16,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO17,Dioxins Mec Weight Jack Knife Rep 17,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO18,Dioxins Mec Weight Jack Knife Rep 18,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO19,Dioxins Mec Weight Jack Knife Rep 19,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO20,Dioxins Mec Weight Jack Knife Rep 20,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO21,Dioxins Mec Weight Jack Knife Rep 21,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO22,Dioxins Mec Weight Jack Knife Rep 22,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO23,Dioxins Mec Weight Jack Knife Rep 23,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO24,Dioxins Mec Weight Jack Knife Rep 24,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO25,Dioxins Mec Weight Jack Knife Rep 25,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO26,Dioxins Mec Weight Jack Knife Rep 26,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO27,Dioxins Mec Weight Jack Knife Rep 27,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO28,Dioxins Mec Weight Jack Knife Rep 28,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO29,Dioxins Mec Weight Jack Knife Rep 29,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WTSPO2YR,Dioxins Subsample 2 Year Mec Weight,Laboratory,"Dioxins, Furans, & Coplanar PCBs",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
